"郑州商品交易所期货持仓排名表(2019-11-18)","","","","","","","","",""
"品种：苹果AP     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"2","南华期货","3,348","-587","招商期货","3,114","13","招商期货","3,003","0"
"3","中粮期货","2,907","-1,051","兴证期货","2,500","0","兴证期货","2,500","0"
"4","鲁证期货","1,908","-440","南华期货","1,417","-258","南华期货","1,411","-258"
"5","浙商期货","1,365","-768","中信期货","1,006","0","国投安信期货","1,002","-2"
"6","新湖期货","1,206","-518","国投安信期货","1,002","-2","中信期货","999","-6"
"7","国投安信期货","1,170","-180","中粮期货","753","342","中粮期货","789","339"
"8","银河期货","1,026","-105","银河期货","694","13","银河期货","684","-23"
"9","招商期货","783","-631","海通期货","503","1","海通期货","506","-1"
"10","建信期货","782","342","鲁证期货","448","1","鲁证期货","439","1"
"11","中信期货","720","-421","永安期货","429","0","永安期货","416","0"
"12","海通期货","534","-354","浙商期货","371","12","浙商期货","340","5"
"13","锦泰期货","526","-324","锦泰期货","356","76","锦泰期货","247","0"
"14","中信建投","451","-593","中信建投","256","0","广发期货","165","104"
"15","宏源期货","191","-309","冠通期货","150","0","东海期货","154","154"
"16","永安期货","178","-459","广发期货","122","40","冠通期货","150","0"
"17","东证期货","169","-585","海证期货","101","0","中大期货","142","-25"
"18","东海期货","154","150","中原期货","100","0","华金期货","132","0"
"19","国联期货","128","-11","申银万国","98","0","首创期货","131","0"
"20","国金期货","110","-112","中国国际","62","0","中原期货","100","0"
"合计","","23,228","-11,693","","17,604","320","","17,440","371"
"合约：SR005     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"1","海通期货","8,948","-2,743","一德期货","12,907","0","中粮期货","40,943","-455"
"2","华泰期货","7,211","-1,997","宏源期货","11,818","125","光大期货","14,822","60"
"3","民生期货","2,708","-118","中粮期货","8,643","-7","华泰期货","12,110","-10"
"4","光大期货","2,501","-789","东兴期货","7,633","-78","中州期货","5,019","0"
"5","银河期货","2,123","-160","渤海期货","6,220","7","中信期货","4,867","68"
"6","东证期货","2,038","-1,633","中信期货","5,635","-13","中投天琪","4,856","-9"
"7","华安期货","1,939","-1,059","大地期货","5,513","74","东海期货","4,709","-1"
"8","宏源期货","1,697","-1,442","银河期货","5,364","-109","永安期货","4,583","109"
"9","中信期货","1,623","-1,096","永安期货","4,432","-105","宏源期货","4,357","58"
"10","东海期货","1,588","-723","华信期货","4,375","-31","五矿经易期货","3,610","-316"
"11","徽商期货","1,528","-305","浙商期货","4,285","155","国投安信期货","3,048","42"
"12","国金期货","1,392","-751","混沌天成期货","3,623","-19","华金期货","2,837","-6"
"13","浙商期货","1,327","257","光大期货","3,361","-159","东方财富","2,767","-12"
"14","华西期货","1,284","-366","华泰期货","3,268","185","徽商期货","2,548","-7"
"15","新湖期货","1,093","-1,727","建信期货","3,209","0","浙商期货","2,308","368"
"16","五矿经易期货","1,019","-28","广发期货","3,090","18","海证期货","2,219","156"
"17","中粮期货","1,000","-358","国泰君安","2,969","21","华信期货","2,037","0"
"18","永安期货","852","-1,359","东证期货","2,425","-33","申银万国","1,969","57"
"19","安粮期货","809","75","申银万国","2,316","52","创元期货","1,897","130"
"20","创元期货","739","67","民生期货","2,298","20","首创期货","1,833","40"
"合计","","43,419","-16,255","","103,384","103","","123,339","272"
"合约：SR009     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"1","银河期货","699","-134","中粮期货","6,072","166","渤海期货","7,114","0"
"2","浙商期货","509","319","光大期货","5,334","21","中粮期货","6,390","315"
"3","中粮期货","489","179","华金期货","3,197","200","德盛期货","5,943","0"
"4","弘业期货","468","235","华泰期货","2,190","-12","东兴期货","5,187","-1"
"5","东海期货","282","255","弘业期货","1,485","-8","浙商期货","1,650","352"
"6","华金期货","270","155","宏源期货","1,363","29","国泰君安","1,530","-1"
"7","一德期货","268","134","东兴期货","1,173","26","五矿经易期货","1,304","0"
"8","东吴期货","238","-96","国贸期货","1,054","30","恒泰期货","459","-29"
"9","民生期货","227","217","银河期货","991","59","永安期货","437","-8"
"10","冠通期货","222","-88","中天期货","808","0","国投安信期货","389","0"
"11","上海大陆","189","95","福能期货","693","-3","宏源期货","382","-1"
"12","国金期货","185","-125","华信期货","683","1","华安期货","348","-1"
"13","宏源期货","114","-507","南华期货","582","-2","大地期货","346","50"
"14","中投天琪","109","108","中信建投","557","32","光大期货","312","0"
"15","倍特期货","83","-51","上海大陆","515","-1","南华期货","303","2"
"16","大有期货","81","40","海证期货","492","0","冠通期货","291","-10"
"17","安粮期货","79","-1","瑞达期货","487","1","中信期货","268","0"
"18","华安期货","79","35","民生期货","397","219","东海期货","261","251"
"19","恒泰期货","73","-7","国投安信期货","340","-4","中投天琪","259","107"
"20","大地期货","69","-22","海通期货","333","7","混沌天成期货","250","30"
"合计","","4,733","741","","28,746","761","","33,423","1,056"
"合约：TA001     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"1","东证期货","132,869","-37,893","华泰期货","36,742","-1,737","中信期货","52,061","-1,710"
"2","华泰期货","50,514","5,745","银河期货","29,123","1,464","永安期货","51,098","-19,630"
"3","永安期货","49,938","20,300","海通期货","28,524","3,373","华泰期货","37,158","-13,977"
"4","海通期货","38,895","-9,858","中信期货","26,582","-1,107","南华期货","32,133","-696"
"5","中信期货","38,515","-91","东证期货","26,547","-5","通惠期货","30,966","57"
"6","徽商期货","36,253","-110","南华期货","22,708","-1,372","华安期货","24,946","689"
"7","新湖期货","32,335","-6,573","永安期货","20,678","-8,532","兴业期货","24,016","358"
"8","广发期货","32,009","-4,848","广发期货","20,175","-1,628","宝城期货","23,554","-428"
"9","光大期货","30,590","-8,344","光大期货","19,096","-919","建信期货","19,699","268"
"10","华安期货","25,966","-11,632","国贸期货","17,936","-323","东吴期货","18,977","1,164"
"11","华闻期货","25,750","-8,909","上海中期","17,521","-3,336","国泰君安","16,505","-139"
"12","东吴期货","23,969","-895","方正中期","17,176","-303","宏源期货","15,917","30"
"13","申银万国","19,328","-11,151","长江期货","15,098","-1,145","银河期货","15,007","169"
"14","南华期货","19,112","-5,040","瑞达期货","14,953","-464","五矿经易期货","14,237","113"
"15","浙商期货","18,167","-3,641","徽商期货","14,098","-183","东证期货","14,076","-564"
"16","华西期货","16,624","-5,906","浙江新世纪","13,842","-1,731","浙商期货","12,911","-11"
"17","银河期货","16,021","449","中粮期货","13,432","146","华闻期货","12,355","-1,926"
"18","国泰君安","16,010","-2,764","中信建投","12,522","-450","国贸期货","12,126","404"
"19","方正中期","15,018","-2,627","中大期货","12,225","-811","中粮期货","11,814","-260"
"20","中电投先融","14,031","-687","国泰君安","11,952","-1,077","中州期货","11,197","-155"
"合计","","651,914","-94,475","","390,930","-20,140","","450,753","-36,244"
"合约：TA003     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"1","广发期货","18,212","-3,764","华泰期货","8,668","-628","建信期货","10,408","0"
"2","五矿经易期货","7,062","-452","中原期货","6,552","10","宏源期货","8,710","1"
"3","南华期货","4,414","-472","中粮期货","6,302","5","东证期货","7,342","-188"
"4","上海中期","4,002","-3,208","广发期货","6,267","509","华泰期货","6,915","-500"
"5","海通期货","3,989","-1,331","光大期货","4,983","79","中原期货","6,787","350"
"6","锦泰期货","3,439","105","永安期货","4,655","-327","兴业期货","6,469","13"
"7","光大期货","2,821","589","东吴期货","4,471","-7","华安期货","6,100","-292"
"8","永安期货","2,695","-1,152","新湖期货","3,283","-32","光大期货","5,483","996"
"9","东吴期货","2,694","-2,244","中信期货","3,098","48","通惠期货","4,503","0"
"10","东海期货","2,681","-1,125","申银万国","2,905","507","先锋期货","4,495","43"
"11","申银万国","2,631","1,117","招商期货","2,878","6","上海中期","3,185","-112"
"12","东证期货","2,097","-1,035","南华期货","2,382","13","新湖期货","2,333","-9"
"13","华泰期货","1,728","-2,244","西南期货","1,959","-18","中国国际","1,846","14"
"14","中信期货","1,622","-817","迈科期货","1,865","12","东吴期货","1,726","-461"
"15","新湖期货","1,459","-364","国泰君安","1,725","0","东兴期货","1,550","0"
"16","方正中期","1,282","-477","方正中期","1,438","1","永安期货","984","174"
"17","华西期货","1,164","-873","锦泰期货","1,200","-26","中粮期货","980","0"
"18","中原期货","1,138","270","五矿经易期货","1,143","-10","五矿经易期货","913","-12"
"19","中信建投","914","-261","浙商期货","1,068","-35","中大期货","827","7"
"20","首创期货","906","246","金瑞期货","1,056","499","中信期货","724","-160"
"合计","","66,950","-17,492","","67,898","606","","82,280","-136"
"合约：TA005     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"1","东证期货","13,084","-1,909","银河期货","13,860","79","银河期货","31,594","490"
"2","浙商期货","10,451","-1,789","永安期货","11,759","5,415","宏源期货","21,138","117"
"3","永安期货","9,654","4,025","广发期货","11,555","831","中信期货","14,962","-769"
"4","华泰期货","6,515","-1,404","西南期货","11,308","-540","永安期货","12,140","343"
"5","东海期货","6,267","-2,730","中信期货","8,147","-358","光大期货","9,208","109"
"6","东吴期货","5,651","-1,780","新湖期货","7,192","338","浙商期货","8,274","-549"
"7","弘业期货","4,746","3,734","申银万国","5,991","53","宝城期货","8,196","959"
"8","广发期货","4,198","963","福能期货","5,513","49","东海期货","7,902","1,339"
"9","天风期货","4,049","3,171","光大期货","5,339","69","天风期货","6,891","3,472"
"10","中信期货","3,931","-1,186","国泰君安","5,338","193","建信期货","6,738","1,088"
"11","首创期货","3,570","-208","长江期货","5,156","707","国富期货","6,368","-5"
"12","冠通期货","3,504","1,642","华泰期货","5,140","211","一德期货","6,062","749"
"13","国投安信期货","3,445","-1,287","宝城期货","5,003","216","华泰期货","5,099","-2,780"
"14","国联期货","3,245","3,054","方正中期","4,855","112","东证期货","4,961","-18"
"15","申银万国","3,206","1,992","东吴期货","4,763","-206","鲁证期货","4,733","-741"
"16","光大期货","2,870","-942","平安期货","4,714","-588","东吴期货","4,496","227"
"17","新湖期货","2,784","-1,048","南华期货","4,648","-53","西南期货","3,653","176"
"18","华安期货","2,661","336","徽商期货","4,632","-85","申银万国","3,621","-1,743"
"19","华西期货","2,567","-259","弘业期货","4,337","1,272","东航期货","3,320","-29"
"20","国泰君安","2,330","-769","东证期货","4,141","-912","中银国际","3,265","272"
"合计","","98,728","3,606","","133,391","6,803","","172,621","2,707"
"合约：TA007     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"1","华泰期货","1,027","-1,509","华泰期货","6,418","-497","华泰期货","6,274","-498"
"2","锦泰期货","118","-20","东吴期货","1,247","-1","锦泰期货","1,782","-12"
"3","冠通期货","93","-31","国投安信期货","537","0","建信期货","1,517","0"
"4","国联期货","40","0","徽商期货","437","-1","兴业期货","1,426","0"
"5","平安期货","29","-6","锦泰期货","434","2","东吴期货","1,281","5"
"6","长江期货","20","19","中衍期货","405","1","宏源期货","669","0"
"7","铜冠金源","20","20","宏源期货","373","0","中衍期货","350","0"
"8","浙商期货","18","-89","浙商期货","344","8","冠通期货","159","-21"
"9","华安期货","14","-47","永安期货","287","0","先锋期货","130","0"
"10","徽商期货","13","-4","中信期货","282","-3","中投天琪","114","0"
"11","中信期货","11","0","招金期货","282","0","中信期货","100","0"
"12","西南期货","10","-22","光大期货","227","0","海证期货","99","0"
"13","国金期货","10","-13","冠通期货","227","-26","创元期货","18","0"
"14","信达期货","7","4","中粮期货","214","0","浙商期货","18","6"
"15","一德期货","7","-1","中信建投","209","0","华安期货","18","-1"
"16","东吴期货","6","5","东兴期货","144","-2","光大期货","17","0"
"17","中电投先融","5","1","信达期货","125","7","新湖期货","15","1"
"18","申银万国","4","1","新湖期货","123","0","方正中期","14","0"
"19","海通期货","4","4","平安期货","121","-11","国元期货","12","0"
"20","上海中期","4","-3","西南期货","109","-4","华信期货","10","0"
"合计","","1,460","-1,691","","12,545","-527","","14,023","-520"
"合约：TA009     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"1","中信期货","1,039","861","兴证期货","2,530","1","银河期货","4,198","3"
"2","建信期货","871","426","美尔雅","1,869","91","兴证期货","2,500","0"
"3","新湖期货","490","-247","方正中期","1,139","29","中信期货","1,607","1,000"
"4","冠通期货","474","-157","永安期货","875","-1","建信期货","1,522","142"
"5","国投安信期货","425","-972","光大期货","701","4","冠通期货","1,113","-188"
"6","中辉期货","391","168","东吴期货","646","146","南华期货","905","65"
"7","永安期货","367","-571","银河期货","634","-111","中电投先融","608","0"
"8","中大期货","341","-80","弘业期货","579","11","国贸期货","567","-27"
"9","东吴期货","258","183","华泰期货","515","19","徽商期货","468","-62"
"10","徽商期货","221","116","徽商期货","484","-5","宏源期货","446","0"
"11","华西期货","150","-15","广发期货","442","3","锦泰期货","432","2"
"12","银河期货","140","-393","东证期货","375","8","浙商期货","400","2"
"13","中天期货","138","-41","南华期货","373","-2","东证期货","339","0"
"14","方正中期","126","-216","中信期货","362","-9","华金期货","335","1"
"15","海通期货","115","-54","中大期货","342","11","五矿经易期货","323","-1"
"16","南华期货","109","-67","上海中期","335","-2","华泰期货","322","12"
"17","美尔雅","104","78","国泰君安","281","-33","东吴期货","263","-10"
"18","宝城期货","93","47","招商期货","265","21","中投天琪","210","0"
"19","华泰期货","91","-15","华安期货","242","-12","天风期货","204","0"
"20","华信期货","90","-36","长江期货","236","-13","浙江新世纪","195","22"
"合计","","6,033","-985","","13,225","156","","16,957","961"
"合约：TA912     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"1","中财期货","20","20","光大期货","4,001","0","光大期货","4,142","-20"
"2","光大期货","20","15","中财期货","108","-20","中原期货","20","0"
"3","-","-","-","中原期货","20","0","华泰期货","5","0"
"4","-","-","-","华联期货","11","0","西南期货","3","0"
"5","-","-","-","东海期货","10","0","-","-","-"
"6","-","-","-","国投安信期货","9","0","-","-","-"
"7","-","-","-","弘业期货","4","0","-","-","-"
"8","-","-","-","兴业期货","2","0","-","-","-"
"9","-","-","-","中银国际","1","0","-","-","-"
"10","-","-","-","安粮期货","1","0","-","-","-"
"11","-","-","-","广发期货","1","0","-","-","-"
"12","-","-","-","国联期货","1","0","-","-","-"
"13","-","-","-","广州金控","1","0","-","-","-"
"合计","","40","35","","4,170","-20","","4,170","-20"
"合约：UR001     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"1","海通期货","11,060","4,753","永安期货","5,400","535","永安期货","9,891","380"
"2","华泰期货","6,332","3,588","银河期货","2,738","144","倍特期货","4,371","-1,726"
"3","东兴期货","4,767","4,656","国投安信期货","2,191","16","建信期货","3,998","7"
"4","徽商期货","4,426","3,101","中信期货","2,182","-45","东航期货","3,234","-198"
"5","华安期货","4,155","3,138","鲁证期货","1,968","-125","银河期货","2,894","569"
"6","一德期货","3,331","-969","一德期货","1,766","532","华泰期货","2,287","704"
"7","光大期货","3,279","1,797","浙商期货","1,542","345","一德期货","2,249","933"
"8","方正中期","3,193","-287","英大期货","1,463","1,039","方正中期","2,010","-284"
"9","东吴期货","2,820","2,244","招金期货","1,460","-91","创元期货","1,600","146"
"10","永安期货","2,679","1,032","国泰君安","1,397","240","中信期货","1,373","404"
"11","国泰君安","2,492","1,885","华安期货","1,314","456","东证期货","1,366","189"
"12","盛达期货","2,463","2,432","徽商期货","1,225","252","海通期货","1,324","1,114"
"13","银河期货","2,403","2,032","海通期货","1,168","202","中辉期货","1,232","332"
"14","中辉期货","2,300","1,882","方正中期","1,099","341","南华期货","1,028","116"
"15","东证期货","2,247","1,629","宏源期货","994","276","宏源期货","827","187"
"16","浙商期货","2,038","1,793","华泰期货","981","214","江苏东华","826","34"
"17","中信期货","1,977","741","东航期货","893","228","徽商期货","804","264"
"18","冠通期货","1,915","971","金元期货","879","270","宝城期货","744","257"
"19","倍特期货","1,861","-120","东方财富","848","275","国投安信期货","710","-933"
"20","东航期货","1,834","1,503","弘业期货","844","180","中财期货","614","172"
"合计","","67,572","37,801","","32,352","5,284","","43,382","2,667"
"合约：UR005     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"1","银河期货","1,069","1,022","中信期货","3,329","44","银河期货","4,355","789"
"2","国泰君安","1,001","904","永安期货","2,472","-145","建信期货","2,505","1"
"3","浙商期货","721","710","国投安信期货","1,820","0","创元期货","1,413","7"
"4","徽商期货","622","443","中信建投","1,553","113","国泰君安","840","30"
"5","长江期货","615","211","徽商期货","713","266","永安期货","776","-150"
"6","永安期货","569","527","银河期货","711","120","一德期货","750","-28"
"7","锦泰期货","555","466","华闻期货","578","8","浙商期货","734","91"
"8","一德期货","521","253","一德期货","536","-7","中辉期货","649","5"
"9","东兴期货","501","501","锦泰期货","452","-1","锦泰期货","571","18"
"10","鲁证期货","451","99","国泰君安","431","91","华闻期货","570","0"
"11","东证期货","420","296","中辉期货","404","-4","兴证期货","518","0"
"12","东吴期货","416","407","长城期货","400","0","海通期货","480","1"
"13","中信期货","363","319","国海良时","384","195","大地期货","464","92"
"14","先锋期货","359","239","上海大陆","364","25","招商期货","456","2"
"15","华信期货","339","267","东吴期货","364","-9","广州期货","434","-59"
"16","中信建投","322","262","方正中期","342","111","长江期货","421","344"
"17","华安期货","274","228","倍特期货","310","-5","鲁证期货","406","375"
"18","天富期货","239","218","光大期货","295","45","东航期货","405","7"
"19","招金期货","235","168","新湖期货","279","44","宏源期货","369","19"
"20","中粮期货","226","215","浙江新世纪","244","29","中国国际","362","84"
"合计","","9,818","7,755","","15,981","920","","17,478","1,628"
"合约：WH001     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"1","弘业期货","10","-2","永安期货","60","3","永安期货","120","0"
"2","中信建投","4","4","新湖期货","11","0","申银万国","7","0"
"3","永安期货","3","0","国信期货","7","0","弘业期货","2","2"
"4","渤海期货","2","2","南华期货","7","0","东证期货","1","0"
"5","国都期货","2","2","国泰君安","5","0","安粮期货","1","0"
"6","美尔雅","1","1","神华期货","4","0","-","-","-"
"7","-","-","-","格林大华期货","3","0","-","-","-"
"8","-","-","-","方正中期","3","0","-","-","-"
"9","-","-","-","中信期货","3","0","-","-","-"
"10","-","-","-","海通期货","3","0","-","-","-"
"11","-","-","-","东海期货","3","0","-","-","-"
"12","-","-","-","渤海期货","2","2","-","-","-"
"13","-","-","-","中粮期货","2","0","-","-","-"
"14","-","-","-","中电投先融","2","0","-","-","-"
"15","-","-","-","兴证期货","2","0","-","-","-"
"16","-","-","-","华泰期货","1","0","-","-","-"
"17","-","-","-","招商期货","1","0","-","-","-"
"18","-","-","-","弘业期货","1","0","-","-","-"
"19","-","-","-","华龙期货","1","0","-","-","-"
"20","-","-","-","创元期货","1","0","-","-","-"
"合计","","22","7","","122","5","","131","2"
"合约：ZC001     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"1","东证期货","15,486","-871","中信期货","11,201","-507","中信期货","13,615","913"
"2","中信期货","8,962","42","海证期货","10,829","-159","摩根大通","10,807","-198"
"3","华泰期货","7,285","-61","国信期货","9,114","-15","永安期货","8,881","-817"
"4","中信建投","6,289","1,417","银河期货","5,342","-301","银河期货","7,467","142"
"5","海通期货","5,432","-570","国泰君安","4,991","-929","瑞达期货","6,650","-894"
"6","光大期货","5,325","1,183","一德期货","4,797","-391","华泰期货","6,124","-28"
"7","兴证期货","4,616","403","东证期货","4,447","185","海证期货","5,730","-583"
"8","新湖期货","3,871","-956","国金期货","4,414","-35","中信建投","4,776","-72"
"9","国投安信期货","3,834","1,892","锦泰期货","4,223","286","方正中期","4,280","-965"
"10","海证期货","3,312","436","宝城期货","4,201","-32","海通期货","3,890","1,489"
"11","国泰君安","3,226","1,468","中大期货","4,073","22","东证期货","3,884","81"
"12","锦泰期货","2,852","1,368","光大期货","4,061","-713","兴证期货","3,590","839"
"13","广发期货","2,705","693","华泰期货","3,950","-453","一德期货","3,284","-1,102"
"14","方正中期","2,636","1,003","新湖期货","3,201","-95","徽商期货","2,826","62"
"15","永安期货","2,495","527","中信建投","3,040","87","广发期货","2,546","-118"
"16","浙商期货","2,221","-94","英大期货","2,509","28","光大期货","2,522","-286"
"17","一德期货","2,181","-1,868","永安期货","2,412","-96","国泰君安","2,516","-83"
"18","银河期货","2,003","-387","上海中期","2,235","-11","宏源期货","2,303","79"
"19","徽商期货","1,824","-49","建信期货","2,221","469","国信期货","1,932","218"
"20","金瑞期货","1,818","1,007","兴业期货","2,168","-647","中金期货","1,856","-11"
"合计","","88,373","6,583","","93,429","-3,307","","99,479","-1,334"
"合约：ZC003     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"1","锦泰期货","4,742","1,246","宝城期货","3,833","40","东证期货","4,914","148"
"2","东证期货","3,740","263","新湖期货","3,592","-23","中信期货","3,045","113"
"3","宏源期货","3,576","928","东证期货","3,385","152","华泰期货","2,541","20"
"4","新湖期货","3,110","-1,619","国投安信期货","3,157","28","方正中期","2,253","688"
"5","五矿经易期货","3,103","183","上海中期","2,915","18","锦泰期货","2,065","245"
"6","南华期货","2,647","107","方正中期","2,068","610","格林大华期货","1,837","-102"
"7","格林大华期货","2,583","57","一德期货","2,042","-99","中大期货","1,690","8"
"8","上海中期","2,530","187","国泰君安","2,012","4","新湖期货","1,603","-11"
"9","华泰期货","2,137","-757","永安期货","1,670","4","东吴期货","1,501","2"
"10","方正中期","1,394","70","兴业期货","1,637","-7","中原期货","1,479","4"
"11","浙商期货","1,060","146","中原期货","1,477","4","宏源期货","1,353","-434"
"12","国投安信期货","1,035","-47","海证期货","1,464","99","广发期货","1,327","25"
"13","华安期货","872","122","东吴期货","1,338","1","银河期货","1,147","-20"
"14","首创期货","671","124","中信期货","1,251","3","永安期货","1,146","3"
"15","中信期货","666","-306","国信期货","1,205","-14","中信建投","1,056","13"
"16","华金期货","664","135","五矿经易期货","1,168","0","国投安信期货","982","11"
"17","中原期货","584","-100","锦泰期货","1,150","-107","美尔雅","956","-1"
"18","银河期货","567","317","迈科期货","767","6","海证期货","716","22"
"19","大地期货","539","-78","兴证期货","701","0","福能期货","710","-403"
"20","国信期货","530","-306","格林大华期货","633","9","兴证期货","708","-4"
"合计","","36,750","672","","37,465","728","","33,029","327"
"合约：ZC005     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"1","华安期货","1,126","179","中信期货","10,813","14","一德期货","8,104","-36"
"2","国投安信期货","843","-384","国投安信期货","9,345","-4","新湖期货","4,776","3"
"3","东证期货","808","-1,564","国金期货","5,827","-2","永安期货","3,632","317"
"4","首创期货","808","-49","国信期货","5,584","17","五矿经易期货","3,563","-4"
"5","光大期货","762","-62","宝城期货","3,880","-1","中信期货","3,310","-44"
"6","中信期货","734","-269","渤海期货","3,695","60","东证期货","2,645","218"
"7","银河期货","639","167","宏源期货","3,048","30","中辉期货","2,525","26"
"8","海证期货","622","-91","海证期货","2,093","28","国信期货","2,233","0"
"9","永安期货","599","60","新湖期货","2,018","46","锦泰期货","1,986","15"
"10","徽商期货","572","-5","建信期货","1,992","371","长江期货","1,897","45"
"11","海航期货","524","321","永安期货","1,929","10","中粮期货","1,884","177"
"12","安粮期货","502","184","兴业期货","1,831","-11","华泰期货","1,860","-13"
"13","华泰期货","462","-370","东证期货","1,320","26","宏源期货","1,809","135"
"14","建信期货","439","364","中大期货","1,182","50","银河期货","1,684","63"
"15","中电投先融","428","246","银河期货","1,089","34","浙商期货","1,663","-44"
"16","方正中期","426","285","方正中期","1,048","29","上海中期","1,631","-28"
"17","长江期货","391","66","中电投先融","956","-86","国海良时","1,512","-21"
"18","海通期货","379","221","上海中期","664","-1","中国国际","1,203","-12"
"19","申银万国","359","-68","创元期货","576","147","国投安信期货","1,140","385"
"20","一德期货","330","-596","中国国际","557","15","鲁证期货","965","36"
"合计","","11,753","-1,365","","59,447","772","","50,022","1,218"
"合约：ZC912     日期：2019-11-18","","","","","","","","",""
"名次","会员简称","成交量（手）","增减量","会员简称","持买仓量","增减量","会员简称","持卖仓量","增减量"
"1","中钢期货","1","1","光大期货","500","0","光大期货","500","0"
"2","中信期货","1","1","中信期货","1","1","招金期货","1","0"
"合计","","2","2","","501","1","","501","0"
